label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
T,0.0,0.0,0.0,-0.07715430855751038,-0.0560966432094574,-0.022166491269615562,-0.11329755187034607,-0.16573378443717957,-0.02748283256545392,-0.10289207100868225,-0.27648109197616577,-0.0363782744552168,-0.09687468409538269,-0.3547944128513336,-0.03775913153543797,-0.09941548109054565,-0.24550414085388184,0.01809856224105033,-0.11854040622711182,-0.3384593427181244,-0.025575176596191795,-0.10934078693389893,-0.2855469286441803,-0.04164191593184796,-0.09346216917037964,-0.2363705039024353,-0.040683193847087296,-0.04622596502304077,-0.24376541376113892,0.013530189387950031,-0.05254858732223511,-0.3243398368358612,-0.029480260580328377,-0.056724369525909424,-0.22661498188972473,-0.03024563637330857,-0.054292917251586914,-0.20050126314163208,-0.014892371154871853,0.004527866840362549,-0.22858846187591553,-0.0014403988770368414,0.0013450980186462402,-0.2892783284187317,-0.04747049023166028,-0.01237499713897705,-0.19273674488067627,-0.02980727773859826,-0.011490821838378906,-0.1672559380531311,-0.0019867469254108983,0.056595683097839355,-0.20580264925956726,-0.01922705282225934,0.04825866222381592,-0.25721126794815063,-0.04187571515097943,0.031276822090148926,-0.19281557202339172,-0.025020635470298203,0.03087538480758667,-0.16688594222068787,-0.0032955114892843085
T,0.0,0.0,0.0,-0.07580876350402832,-0.049670636653900146,-0.023567413587386454,-0.11444979906082153,-0.16262668371200562,-0.028540959257895793,-0.10291898250579834,-0.27688561379909515,-0.0365542300532411,-0.09074768424034119,-0.3547504097223282,-0.036656109292323436,-0.10296094417572021,-0.24073153734207153,0.015107642251734887,-0.12209570407867432,-0.33824171125888824,-0.030671111915523852,-0.10914552211761475,-0.2824779450893402,-0.04740600814324125,-0.09274300932884216,-0.23545479774475098,-0.04659601827364668,-0.04972320795059204,-0.24182868003845215,0.010962693344538366,-0.054969608783721924,-0.3261503726243973,-0.03408813630443319,-0.056590646505355835,-0.22727343440055847,-0.0349479407558988,-0.055662572383880615,-0.20160284638404846,-0.01908817296128973,0.001956760883331299,-0.22927141189575195,-0.003649071233610357,-0.0018469691276550293,-0.29167333245277405,-0.051799608070666636,-0.012586712837219238,-0.1920386552810669,-0.03350445036988958,-0.011791706085205078,-0.16748148202896118,-0.004610920001084651,0.05608266592025757,-0.20883747935295105,-0.02108438094359144,0.046100616455078125,-0.25988587737083435,-0.04483118062120184,0.031770944595336914,-0.19293427467346191,-0.0272263806800197,0.032372236251831055,-0.1672394573688507,-0.004596730835999097
T,0.0,0.0,0.0,-0.07656997442245483,-0.05230933427810669,-0.021713063717129444,-0.11373713612556458,-0.16634398698806763,-0.026642213240506862,-0.10160940885543823,-0.2785593718290329,-0.035178822130205845,-0.0894540548324585,-0.35595278441905975,-0.036080636680367206,-0.09855917096138,-0.24620312452316284,0.01496491521572807,-0.11752751469612122,-0.34418439865112305,-0.029341541826966022,-0.10987529158592224,-0.28613120317459106,-0.04490182980919144,-0.09565716981887817,-0.235512375831604,-0.04366632610583565,-0.045781731605529785,-0.24475708603858948,0.009842636398730065,-0.05251741409301758,-0.3269142508506775,-0.03343623191142342,-0.05598282814025879,-0.22685375809669495,-0.032707647085430835,-0.053064823150634766,-0.20108512043952942,-0.016337846070769046,0.005315542221069336,-0.229587584733963,-0.00549706224376223,-0.0006330609321594238,-0.2887301445007324,-0.05127455353760979,-0.012728452682495117,-0.18989291787147522,-0.0319455160203006,-0.010692715644836426,-0.16474562883377075,-0.0032804448998149383,0.057937443256378174,-0.20774492621421814,-0.023633905351402973,0.04581749439239502,-0.25699368119239807,-0.04601906299615166,0.031003892421722412,-0.19143414497375488,-0.028161407113316272,0.03313106298446655,-0.16668438911437988,-0.005938643254580711
T,0.0,0.0,0.0,-0.0779075026512146,-0.05558788776397705,-0.02222793087634045,-0.11542582511901855,-0.16584134101867676,-0.027966632547702375,-0.10356158018112183,-0.27913644909858704,-0.037715326103295865,-0.09314417839050293,-0.3597113937139511,-0.040147672447290006,-0.10394623875617981,-0.243114173412323,0.01830882854488891,-0.1250794231891632,-0.3402694761753082,-0.027549217495050016,-0.11296659708023071,-0.2870241403579712,-0.045452698173846784,-0.09672322869300842,-0.2385941445827484,-0.045443444552745405,-0.05076831579208374,-0.24483957886695862,0.012659086805854258,-0.05792674422264099,-0.33172160387039185,-0.03290632650526959,-0.05892682075500488,-0.23319298028945923,-0.03551510259779889,-0.05632680654525757,-0.2042222023010254,-0.020598935934629026,0.0014826059341430664,-0.2320711612701416,-0.003374547039072695,-0.00448298454284668,-0.29339824616909027,-0.0512214554873367,-0.014924943447113037,-0.19424447417259216,-0.03378772646459538,-0.012969255447387695,-0.1676023006439209,-0.005340250714596095,0.05613577365875244,-0.2102113664150238,-0.022249772253360334,0.04442828893661499,-0.26046788692474365,-0.04464483917030293,0.030144691467285156,-0.19604572653770447,-0.026647455098952832,0.03150486946105957,-0.17114365100860596,-0.0039647310440500405
T,0.0,0.0,0.0,-0.07570016384124756,-0.05622154474258423,-0.02013030352873102,-0.11177369952201843,-0.16913864016532898,-0.025464006540005357,-0.09991824626922607,-0.2786007821559906,-0.03493212985677019,-0.08737605810165405,-0.3555675745010376,-0.03723184469026819,-0.09815403819084167,-0.2467910647392273,0.015478921282465308,-0.11855369806289673,-0.3445586860179901,-0.028158611458366067,-0.11053550243377686,-0.29215535521507263,-0.04418505805415407,-0.09556755423545837,-0.238744854927063,-0.043289617475693376,-0.04566115140914917,-0.2469756007194519,0.009046499777014105,-0.0530582070350647,-0.3304007947444916,-0.0338077888159205,-0.055763185024261475,-0.2330608069896698,-0.03441865819377199,-0.053004324436187744,-0.2039322853088379,-0.018960599627916963,0.006356775760650635,-0.23228269815444946,-0.00717244188172117,0.0002688169479370117,-0.2918577790260315,-0.05205846655053392,-0.010972559452056885,-0.19479158520698547,-0.03356397229117647,-0.009532690048217773,-0.16733884811401367,-0.005623537421797664,0.06040686368942261,-0.2087365984916687,-0.026105171841209085,0.04831570386886597,-0.2602277398109436,-0.04763135763687387,0.03290337324142456,-0.19571220874786377,-0.02933939437252775,0.03295135498046875,-0.16955453157424927,-0.006975846205477865
T,0.0,0.0,0.0,-0.0779256820678711,-0.05547332763671875,-0.021390973739755736,-0.11348339915275574,-0.16673830151557922,-0.02666275870097934,-0.10072004795074463,-0.27949337661266327,-0.036028222330344306,-0.0896008312702179,-0.35895808041095734,-0.03840687233997642,-0.10019931197166443,-0.24241438508033752,0.017228077016341103,-0.12129208445549011,-0.341071754693985,-0.028106757589114295,-0.11140292882919312,-0.2842310667037964,-0.04650802273346244,-0.09676897525787354,-0.23173454403877258,-0.047119305618537055,-0.04742804169654846,-0.24339181184768677,0.011035270839499844,-0.054876893758773804,-0.32977308332920074,-0.032736488767397987,-0.05653423070907593,-0.23269107937812805,-0.035793018676770316,-0.053506702184677124,-0.202511727809906,-0.02215749133421241,0.004359722137451172,-0.22941425442695618,-0.005247133002114879,-0.0012983083724975586,-0.2927001714706421,-0.051326033808720695,-0.011515974998474121,-0.19418296217918396,-0.03387510884596168,-0.009170770645141602,-0.16563796997070312,-0.0063420293484455215,0.059289753437042236,-0.20634815096855164,-0.024364673681986915,0.047524333000183105,-0.25883716344833374,-0.04614924747539817,0.03378093242645264,-0.19358214735984802,-0.02781006988180934,0.03564584255218506,-0.1669059693813324,-0.005370010305625783
T,0.0,0.0,0.0,-0.07544687390327454,-0.05977296829223633,-0.020946978087749812,-0.11038798093795776,-0.1701543629169464,-0.02581182164999518,-0.10049861669540405,-0.282579630613327,-0.0353370071009067,-0.0915810763835907,-0.3625035434961319,-0.03790587043317828,-0.09447610378265381,-0.24854543805122375,0.02341109285202947,-0.11519008874893188,-0.34168335795402527,-0.023209315221038196,-0.10798388719558716,-0.28154343366622925,-0.04229347636851344,-0.09281721711158752,-0.23779624700546265,-0.04336203118714366,-0.04150018095970154,-0.2472982108592987,0.01679498100725141,-0.05003795027732849,-0.33097800612449646,-0.0281648994043735,-0.05470556020736694,-0.23022401332855225,-0.03142240127476725,-0.050268590450286865,-0.20631608366966248,-0.01732399171146426,0.010453343391418457,-0.23194760084152222,-0.0006239829438072775,0.0031970739364624023,-0.29270364344120026,-0.04934155052455935,-0.009608328342437744,-0.19068804383277893,-0.03263601517232928,-0.006341159343719482,-0.16630864143371582,-0.0042090671688583825,0.06404072046279907,-0.2077959179878235,-0.020690069030251834,0.049725472927093506,-0.2607633173465729,-0.04320794200452838,0.03332144021987915,-0.19236290454864502,-0.024936978201594684,0.03552365303039551,-0.16532039642333984,-0.00181426232143167
T,0.0,0.0,0.0,-0.07394260168075562,-0.06140407919883728,-0.018140325924662193,-0.10931628942489624,-0.1715957522392273,-0.022514070054796775,-0.09752300381660461,-0.2814582586288452,-0.030885983860400756,-0.08295938372612,-0.3599262535572052,-0.03231425271025046,-0.09854915738105774,-0.24745365977287292,0.019670809948536316,-0.11804977059364319,-0.34048697352409363,-0.023174891850260337,-0.10721737146377563,-0.29775315523147583,-0.0405609241186653,-0.09061390161514282,-0.2518409490585327,-0.04133514375081404,-0.044508010149002075,-0.25018349289894104,0.012510238544734875,-0.04978257417678833,-0.33336737751960754,-0.02987983696749552,-0.05227497220039368,-0.2389892041683197,-0.031893190598395904,-0.0502963662147522,-0.209371417760849,-0.01782510862341269,0.00817960500717163,-0.23697295784950256,-0.004265689427313646,0.0035473108291625977,-0.2973773777484894,-0.04965996057381972,-0.008289575576782227,-0.20205774903297424,-0.03121532559981688,-0.0065610408782958984,-0.1745542287826538,-0.0031726017094229064,0.06398409605026245,-0.21244752407073975,-0.02354053840628012,0.05277937650680542,-0.2654018700122833,-0.04558773771515234,0.03687328100204468,-0.1999529004096985,-0.02668912955215319,0.03646892309188843,-0.173030287027359,-0.0037641554570768676
T,0.0,0.0,0.0,-0.07363763451576233,-0.05632054805755615,-0.02078730225707659,-0.11301964521408081,-0.168643981218338,-0.02559197679306635,-0.10118800401687622,-0.28246212005615234,-0.033745443300858824,-0.08564698696136475,-0.3606882244348526,-0.03439674325431952,-0.09888803958892822,-0.24249106645584106,0.013961205406531008,-0.12101083993911743,-0.33586743474006653,-0.03097765319193968,-0.1113319993019104,-0.2846708297729492,-0.04582757301773199,-0.09582501649856567,-0.23693445324897766,-0.0439676771327413,-0.04484763741493225,-0.24271684885025024,0.007991168795570047,-0.05262884497642517,-0.3252042382955551,-0.036559594647542326,-0.055182039737701416,-0.22651249170303345,-0.03512671016301283,-0.0538669228553772,-0.20325380563735962,-0.017834616677419035,0.00851660966873169,-0.22933629155158997,-0.008033176736489622,0.0015063881874084473,-0.2888697385787964,-0.056285893396989195,-0.009032726287841797,-0.19059577584266663,-0.03572578154648909,-0.007887125015258789,-0.1699412763118744,-0.0056602115198529646,0.06411218643188477,-0.2068309783935547,-0.026643877701417296,0.05143946409225464,-0.2593991160392761,-0.05137332700337538,0.03709155321121216,-0.1914345622062683,-0.03248892523492941,0.03777182102203369,-0.16640087962150574,-0.009062365481213419
T,0.0,0.0,0.0,-0.07290220260620117,-0.05124783515930176,-0.02323521204118606,-0.11352431774139404,-0.1680121123790741,-0.028293005151795114,-0.10275816917419434,-0.2837570607662201,-0.03576660618011829,-0.08787170052528381,-0.3641607016324997,-0.03496037512843486,-0.10421639680862427,-0.2442176640033722,0.011836311818910872,-0.12867698073387146,-0.3388293981552124,-0.0339781427366006,-0.1177108883857727,-0.28702300786972046,-0.04860421359364864,-0.09979608654975891,-0.23796099424362183,-0.04617704912845966,-0.04876607656478882,-0.24759900569915771,0.007804469244433676,-0.058224111795425415,-0.33020368218421936,-0.03612209945742961,-0.05892527103424072,-0.22914054989814758,-0.03280186742370006,-0.05576026439666748,-0.20873814821243286,-0.014126239305483068,0.005530118942260742,-0.23552587628364563,-0.006723546849684681,-0.003202676773071289,-0.2948712706565857,-0.054294560996936525,-0.013090848922729492,-0.1951206624507904,-0.03222612008278247,-0.010804831981658936,-0.177488774061203,-0.0012936616159322512,0.061666667461395264,-0.21506986021995544,-0.02413988388900634,0.04777872562408447,-0.26587310433387756,-0.048324742315458025,0.03348034620285034,-0.19671934843063354,-0.029123078061388696,0.0346638560295105,-0.17444312572479248,-0.005465246232347454
